| Puzzle     | Elapsed Time (s)     | CPU Time (s)         | Peak Memory Usage (MB)    |
| 18756      | 0.034710             | 0.000000             | 4.421875                  |
| 18757      | 0.037018             | 0.000000             | 4.421875                  |
| 18758      | 0.036145             | 0.031250             | 4.421875                  |
| 18759      | 0.034334             | 0.000000             | 4.421875                  |
| 18760      | 0.033015             | 0.000000             | 4.421875                  |
| 18761      | 0.032495             | 0.000000             | 4.421875                  |
| 18762      | 0.036094             | 0.015625             | 4.421875                  |
| 18763      | 0.039253             | 0.015625             | 4.421875                  |
| 18764      | 0.034032             | 0.000000             | 4.421875                  |
| 18765      | 0.037101             | 0.000000             | 4.421875                  |
| 18766      | 0.039175             | 0.015625             | 4.421875                  |
| 18767      | 0.038554             | 0.000000             | 4.421875                  |
| 18768      | 0.034090             | 0.000000             | 4.421875                  |
| 18769      | 0.034303             | 0.031250             | 4.421875                  |
| 18770      | 0.035424             | 0.000000             | 4.421875                  |
| 18771      | 0.036698             | 0.000000             | 4.421875                  |
| 18772      | 0.032724             | 0.015625             | 4.421875                  |
| 18773      | 0.032733             | 0.000000             | 4.421875                  |
| 18774      | 0.037915             | 0.031250             | 4.421875                  |
| 18775      | 0.039400             | 0.015625             | 4.421875                  |
| 18776      | 0.032118             | 0.000000             | 4.421875                  |
| 18777      | 0.034763             | 0.031250             | 4.421875                  |
| 18778      | 0.040620             | 0.015625             | 4.421875                  |
| 18779      | 0.035787             | 0.000000             | 4.421875                  |
| 18780      | 0.033717             | 0.000000             | 4.421875                  |
| 18781      | 0.080775             | 0.000000             | 4.421875                  |
| 18782      | 0.036254             | 0.015625             | 4.421875                  |
| 18783      | 0.037856             | 0.000000             | 4.421875                  |
| 18784      | 0.036533             | 0.000000             | 4.421875                  |
| 18785      | 0.042944             | 0.015625             | 4.421875                  |
| 18786      | 0.035265             | 0.015625             | 4.421875                  |
| 18787      | 0.032930             | 0.015625             | 4.421875                  |
| 18788      | 0.036004             | 0.015625             | 4.421875                  |
| 18789      | 0.039408             | 0.015625             | 4.421875                  |
| 18790      | 0.032253             | 0.000000             | 4.421875                  |
| 18791      | 0.032408             | 0.015625             | 4.421875                  |
| 18792      | 0.035177             | 0.015625             | 4.421875                  |
| 18793      | 0.034320             | 0.015625             | 4.421875                  |
| 18794      | 0.035762             | 0.000000             | 4.421875                  |
| 18795      | 0.037102             | 0.000000             | 4.421875                  |
| 18796      | 0.038051             | 0.000000             | 4.421875                  |
| 18797      | 0.037152             | 0.000000             | 4.421875                  |
| 18798      | 0.032435             | 0.000000             | 4.421875                  |
| 18799      | 0.035427             | 0.000000             | 4.421875                  |
| 18800      | 0.034440             | 0.015625             | 4.421875                  |
| 18801      | 0.036672             | 0.000000             | 4.421875                  |
| 18802      | 0.032632             | 0.015625             | 4.421875                  |
| 18803      | 0.034708             | 0.000000             | 4.421875                  |
| 18804      | 0.037473             | 0.015625             | 4.421875                  |
| 18805      | 0.039523             | 0.000000             | 4.421875                  |
| 18806      | 0.032678             | 0.000000             | 4.421875                  |
| 18807      | 0.034158             | 0.015625             | 4.421875                  |
| 18808      | 0.038971             | 0.015625             | 4.421875                  |
| 18809      | 0.034051             | 0.015625             | 4.421875                  |
| 18810      | 0.035618             | 0.000000             | 4.421875                  |
| 18811      | 0.035077             | 0.000000             | 4.421875                  |
| 18812      | 0.037921             | 0.000000             | 4.421875                  |
| 18813      | 0.034978             | 0.015625             | 4.421875                  |
| 18814      | 0.037209             | 0.000000             | 4.421875                  |
| 18815      | 0.037498             | 0.000000             | 4.421875                  |
| 18816      | 0.033349             | 0.015625             | 4.421875                  |
| 18817      | 0.034133             | 0.015625             | 4.421875                  |
| 18818      | 0.033071             | 0.000000             | 4.421875                  |
| 18819      | 0.035954             | 0.015625             | 4.421875                  |
| 18820      | 0.036834             | 0.000000             | 4.421875                  |
| 18821      | 0.035804             | 0.000000             | 4.421875                  |
| 18822      | 0.035406             | 0.000000             | 4.421875                  |
| 18823      | 0.045147             | 0.000000             | 4.421875                  |
| 18824      | 0.035511             | 0.015625             | 4.421875                  |
| 18825      | 0.033981             | 0.000000             | 4.421875                  |
| 18826      | 0.033919             | 0.000000             | 4.421875                  |
| 18827      | 0.033742             | 0.000000             | 4.421875                  |
| 18828      | 0.037784             | 0.000000             | 4.421875                  |
| 18829      | 0.034027             | 0.000000             | 4.421875                  |
| 18830      | 0.031521             | 0.000000             | 4.421875                  |
| 18831      | 0.034610             | 0.000000             | 4.421875                  |
| 18832      | 0.038025             | 0.015625             | 4.421875                  |
| 18833      | 0.032219             | 0.000000             | 4.421875                  |
| 18834      | 0.034452             | 0.000000             | 4.421875                  |
| 18835      | 0.036350             | 0.015625             | 4.421875                  |
| 18836      | 0.038661             | 0.015625             | 4.421875                  |
| 18837      | 0.032515             | 0.015625             | 4.421875                  |
| 18838      | 0.032927             | 0.000000             | 4.421875                  |
| 18839      | 0.034431             | 0.000000             | 4.421875                  |
| 18840      | 0.040773             | 0.000000             | 4.421875                  |
| 18841      | 0.033823             | 0.000000             | 4.421875                  |
| 18842      | 0.034229             | 0.000000             | 4.421875                  |
| 18843      | 0.034674             | 0.000000             | 4.421875                  |
| 18844      | 0.041942             | 0.015625             | 4.421875                  |
| 18845      | 0.035580             | 0.000000             | 4.421875                  |
| 18846      | 0.031407             | 0.015625             | 4.421875                  |
| 18847      | 0.035060             | 0.000000             | 4.421875                  |
| 18848      | 0.038627             | 0.000000             | 4.421875                  |
| 18849      | 0.033623             | 0.000000             | 4.421875                  |
| 18850      | 0.033159             | 0.000000             | 4.421875                  |
| 18851      | 0.033506             | 0.000000             | 4.421875                  |
| 18852      | 0.041147             | 0.000000             | 4.421875                  |
| 18853      | 0.034589             | 0.000000             | 4.421875                  |
| 18854      | 0.033004             | 0.015625             | 4.421875                  |
| 18855      | 0.035169             | 0.000000             | 4.421875                  |
| 18856      | 0.039210             | 0.000000             | 4.421875                  |
| 18857      | 0.033728             | 0.000000             | 4.421875                  |
| 18858      | 0.034079             | 0.015625             | 4.421875                  |
| 18859      | 0.031236             | 0.015625             | 4.421875                  |
| 18860      | 0.038258             | 0.015625             | 4.421875                  |
| 18861      | 0.041596             | 0.015625             | 4.421875                  |
| 18862      | 0.034454             | 0.015625             | 4.421875                  |
| 18863      | 0.032051             | 0.015625             | 4.421875                  |
| 18864      | 0.034776             | 0.015625             | 4.421875                  |
| 18865      | 0.037270             | 0.000000             | 4.421875                  |
| 18866      | 0.033120             | 0.000000             | 4.421875                  |
| 18867      | 0.032252             | 0.000000             | 4.421875                  |
| 18868      | 0.034031             | 0.000000             | 4.421875                  |
| 18869      | 0.039447             | 0.000000             | 4.421875                  |
| 18870      | 0.032820             | 0.015625             | 4.421875                  |
| 18871      | 0.032993             | 0.000000             | 4.421875                  |
| 18872      | 0.036839             | 0.000000             | 4.421875                  |
| 18873      | 0.038555             | 0.000000             | 4.421875                  |
| 18874      | 0.034299             | 0.015625             | 4.421875                  |
| 18875      | 0.034085             | 0.031250             | 4.421875                  |
| 18876      | 0.032544             | 0.015625             | 4.421875                  |
| 18877      | 0.038229             | 0.015625             | 4.421875                  |
| 18878      | 0.034773             | 0.000000             | 4.421875                  |
| 18879      | 0.035365             | 0.000000             | 4.421875                  |
| 18880      | 0.031867             | 0.000000             | 4.421875                  |
| 18881      | 0.038504             | 0.000000             | 4.421875                  |
| 18882      | 0.040599             | 0.015625             | 4.421875                  |
| 18883      | 0.036166             | 0.000000             | 4.421875                  |
| 18884      | 0.033917             | 0.015625             | 4.421875                  |
| 18885      | 0.036714             | 0.000000             | 4.421875                  |
| 18886      | 0.036007             | 0.000000             | 4.421875                  |
| 18887      | 0.033083             | 0.015625             | 4.421875                  |
| 18888      | 0.086277             | 0.015625             | 4.421875                  |
| 18889      | 0.036417             | 0.015625             | 4.421875                  |
| 18890      | 0.034764             | 0.000000             | 4.421875                  |
| 18891      | 0.038524             | 0.000000             | 4.421875                  |
| 18892      | 0.036779             | 0.000000             | 4.421875                  |
| 18893      | 0.032173             | 0.000000             | 4.421875                  |
| 18894      | 0.033179             | 0.000000             | 4.421875                  |
| 18895      | 0.036475             | 0.000000             | 4.421875                  |
| 18896      | 0.044221             | 0.000000             | 4.421875                  |
| 18897      | 0.032455             | 0.015625             | 4.421875                  |
| 18898      | 0.035812             | 0.000000             | 4.421875                  |
| 18899      | 0.038356             | 0.000000             | 4.421875                  |
| 18900      | 0.034166             | 0.000000             | 4.421875                  |
| 18901      | 0.032924             | 0.000000             | 4.421875                  |
| 18902      | 0.029906             | 0.000000             | 4.421875                  |
| 18903      | 0.032947             | 0.015625             | 4.421875                  |
| 18904      | 0.035776             | 0.000000             | 4.421875                  |
| 18905      | 0.042096             | 0.000000             | 4.421875                  |
| 18906      | 0.035399             | 0.000000             | 4.421875                  |
| 18907      | 0.035144             | 0.000000             | 4.421875                  |
| 18908      | 0.038389             | 0.000000             | 4.421875                  |
| 18909      | 0.036614             | 0.015625             | 4.421875                  |
| 18910      | 0.032412             | 0.015625             | 4.421875                  |
| 18911      | 0.037587             | 0.000000             | 4.421875                  |
| 18912      | 0.038567             | 0.015625             | 4.421875                  |
| 18913      | 0.036331             | 0.015625             | 4.421875                  |
| 18914      | 0.033967             | 0.000000             | 4.421875                  |
| 18915      | 0.035872             | 0.031250             | 4.421875                  |
| 18916      | 0.041288             | 0.000000             | 4.421875                  |
| 18917      | 0.034249             | 0.015625             | 4.421875                  |
| 18918      | 0.034503             | 0.000000             | 4.421875                  |
| 18919      | 0.038759             | 0.000000             | 4.421875                  |
| 18920      | 0.035941             | 0.000000             | 4.421875                  |
| 18921      | 0.034921             | 0.000000             | 4.421875                  |
| 18922      | 0.036486             | 0.015625             | 4.421875                  |
| 18923      | 0.038708             | 0.015625             | 4.421875                  |
| 18924      | 0.033087             | 0.015625             | 4.421875                  |
| 18925      | 0.035093             | 0.015625             | 4.421875                  |
| 18926      | 0.034173             | 0.000000             | 4.421875                  |
| 18927      | 0.039127             | 0.015625             | 4.421875                  |
| 18928      | 0.036095             | 0.015625             | 4.421875                  |
| 18929      | 0.031106             | 0.000000             | 4.421875                  |
| 18930      | 0.035050             | 0.000000             | 4.421875                  |
| 18931      | 0.036706             | 0.015625             | 4.421875                  |
| 18932      | 0.033232             | 0.000000             | 4.421875                  |
| 18933      | 0.033320             | 0.031250             | 4.421875                  |
| 18934      | 0.040190             | 0.000000             | 4.421875                  |
| 18935      | 0.039758             | 0.015625             | 4.421875                  |
| 18936      | 0.035578             | 0.015625             | 4.421875                  |
| 18937      | 0.036414             | 0.015625             | 4.421875                  |
| 18938      | 0.036130             | 0.031250             | 4.421875                  |
| 18939      | 0.034805             | 0.000000             | 4.421875                  |
| 18940      | 0.033912             | 0.000000             | 4.421875                  |
| 18941      | 0.037003             | 0.015625             | 4.421875                  |
| 18942      | 0.037620             | 0.015625             | 4.421875                  |
| 18943      | 0.034689             | 0.015625             | 4.421875                  |
| 18944      | 0.035161             | 0.015625             | 4.421875                  |
| 18945      | 0.035024             | 0.000000             | 4.421875                  |
| 18946      | 0.036132             | 0.000000             | 4.421875                  |
| 18947      | 0.035816             | 0.015625             | 4.421875                  |
| 18948      | 0.035219             | 0.000000             | 4.421875                  |
| 18949      | 0.035151             | 0.000000             | 4.421875                  |
| 18950      | 0.040253             | 0.000000             | 4.421875                  |
| 18951      | 0.034243             | 0.000000             | 4.421875                  |
| 18952      | 0.033168             | 0.015625             | 4.421875                  |
| 18953      | 0.037456             | 0.000000             | 4.421875                  |
| 18954      | 0.042615             | 0.000000             | 4.421875                  |
| 18955      | 0.033643             | 0.015625             | 4.421875                  |
| 18956      | 0.034298             | 0.015625             | 4.421875                  |
| 18957      | 0.035659             | 0.000000             | 4.421875                  |
| 18958      | 0.038537             | 0.000000             | 4.421875                  |
| 18959      | 0.035927             | 0.015625             | 4.421875                  |
| 18960      | 0.034548             | 0.000000             | 4.421875                  |
| 18961      | 0.035043             | 0.015625             | 4.421875                  |
| 18962      | 0.038568             | 0.000000             | 4.421875                  |
| 18963      | 0.034503             | 0.000000             | 4.421875                  |
| 18964      | 0.034061             | 0.000000             | 4.421875                  |
| 18965      | 0.034862             | 0.015625             | 4.421875                  |
| 18966      | 0.036319             | 0.000000             | 4.421875                  |
| 18967      | 0.034767             | 0.000000             | 4.421875                  |
| 18968      | 0.033281             | 0.000000             | 4.421875                  |
| 18969      | 0.033210             | 0.015625             | 4.421875                  |
| 18970      | 0.035386             | 0.015625             | 4.421875                  |
| 18971      | 0.035869             | 0.000000             | 4.421875                  |
| 18972      | 0.035324             | 0.000000             | 4.421875                  |
| 18973      | 0.033400             | 0.000000             | 4.421875                  |
| 18974      | 0.038188             | 0.015625             | 4.421875                  |
| 18975      | 0.038435             | 0.015625             | 4.421875                  |
| 18976      | 0.033741             | 0.000000             | 4.421875                  |
| 18977      | 0.036714             | 0.015625             | 4.421875                  |
| 18978      | 0.040336             | 0.046875             | 4.421875                  |
| 18979      | 0.034647             | 0.000000             | 4.421875                  |
| 18980      | 0.033485             | 0.000000             | 4.421875                  |
| 18981      | 0.033346             | 0.015625             | 4.421875                  |
| 18982      | 0.038462             | 0.000000             | 4.421875                  |
| 18983      | 0.035001             | 0.000000             | 4.421875                  |
| 18984      | 0.035173             | 0.000000             | 4.421875                  |
| 18985      | 0.034315             | 0.031250             | 4.421875                  |
| 18986      | 0.037880             | 0.015625             | 4.421875                  |
| 18987      | 0.033768             | 0.015625             | 4.421875                  |
| 18988      | 0.032430             | 0.000000             | 4.421875                  |
| 18989      | 0.035302             | 0.015625             | 4.421875                  |
| 18990      | 0.082255             | 0.000000             | 4.421875                  |
| 18991      | 0.039825             | 0.031250             | 4.421875                  |
| 18992      | 0.036034             | 0.000000             | 4.421875                  |
| 18993      | 0.043499             | 0.000000             | 4.421875                  |
| 18994      | 0.032634             | 0.031250             | 4.421875                  |
| 18995      | 0.038664             | 0.015625             | 4.421875                  |
| 18996      | 0.038066             | 0.015625             | 4.421875                  |
| 18997      | 0.034410             | 0.000000             | 4.421875                  |
| 18998      | 0.035377             | 0.000000             | 4.421875                  |
| 18999      | 0.036357             | 0.000000             | 4.421875                  |
| 19000      | 0.036731             | 0.000000             | 4.421875                  |
| 19001      | 0.033160             | 0.000000             | 4.421875                  |
| 19002      | 0.032432             | 0.015625             | 4.421875                  |
| 19003      | 0.038254             | 0.015625             | 4.421875                  |
| 19004      | 0.038515             | 0.000000             | 4.421875                  |
| 19005      | 0.034511             | 0.031250             | 4.421875                  |
| 19006      | 0.034373             | 0.000000             | 4.421875                  |
| 19007      | 0.039485             | 0.000000             | 4.421875                  |
| 19008      | 0.037571             | 0.000000             | 4.421875                  |
| 19009      | 0.034216             | 0.015625             | 4.421875                  |
| 19010      | 0.033598             | 0.000000             | 4.421875                  |
| 19011      | 0.039266             | 0.000000             | 4.421875                  |
| 19012      | 0.041162             | 0.015625             | 4.421875                  |
| 19013      | 0.035352             | 0.000000             | 4.421875                  |
| 19014      | 0.034902             | 0.000000             | 4.421875                  |
| 19015      | 0.035980             | 0.000000             | 4.421875                  |
| 19016      | 0.038446             | 0.000000             | 4.421875                  |
| 19017      | 0.033496             | 0.000000             | 4.421875                  |
| 19018      | 0.031693             | 0.015625             | 4.421875                  |
| 19019      | 0.034390             | 0.015625             | 4.421875                  |
| 19020      | 0.037780             | 0.015625             | 4.421875                  |
| 19021      | 0.036034             | 0.015625             | 4.421875                  |
| 19022      | 0.032842             | 0.000000             | 4.421875                  |
| 19023      | 0.034016             | 0.000000             | 4.421875                  |
| 19024      | 0.039695             | 0.031250             | 4.421875                  |
| 19025      | 0.032104             | 0.000000             | 4.421875                  |
| 19026      | 0.034780             | 0.000000             | 4.421875                  |
| 19027      | 0.034772             | 0.000000             | 4.421875                  |
| 19028      | 0.037860             | 0.015625             | 4.421875                  |
| 19029      | 0.033802             | 0.015625             | 4.421875                  |
| 19030      | 0.034386             | 0.000000             | 4.421875                  |
| 19031      | 0.037115             | 0.000000             | 4.421875                  |
| 19032      | 0.043828             | 0.000000             | 4.421875                  |
| 19033      | 0.034078             | 0.000000             | 4.421875                  |
| 19034      | 0.034736             | 0.000000             | 4.421875                  |
| 19035      | 0.038596             | 0.031250             | 4.421875                  |
| 19036      | 0.034281             | 0.000000             | 4.421875                  |
| 19037      | 0.034031             | 0.000000             | 4.421875                  |
| 19038      | 0.034644             | 0.015625             | 4.421875                  |
| 19039      | 0.039065             | 0.000000             | 4.421875                  |
| 19040      | 0.035948             | 0.015625             | 4.421875                  |
| 19041      | 0.035987             | 0.031250             | 4.421875                  |
| 19042      | 0.037961             | 0.000000             | 4.421875                  |
| 19043      | 0.039970             | 0.000000             | 4.421875                  |
| 19044      | 0.034985             | 0.015625             | 4.421875                  |
| 19045      | 0.030747             | 0.000000             | 4.421875                  |
| 19046      | 0.033641             | 0.000000             | 4.421875                  |
| 19047      | 0.035189             | 0.000000             | 4.421875                  |
| 19048      | 0.039385             | 0.015625             | 4.421875                  |
| 19049      | 0.036610             | 0.015625             | 4.421875                  |
| 19050      | 0.033517             | 0.000000             | 4.421875                  |
| 19051      | 0.033329             | 0.000000             | 4.421875                  |
| 19052      | 0.044074             | 0.000000             | 4.421875                  |
| 19053      | 0.036469             | 0.000000             | 4.421875                  |
| 19054      | 0.036084             | 0.000000             | 4.421875                  |
| 19055      | 0.034075             | 0.000000             | 4.421875                  |
| 19056      | 0.035704             | 0.000000             | 4.421875                  |
| 19057      | 0.038499             | 0.015625             | 4.421875                  |
| 19058      | 0.035037             | 0.000000             | 4.421875                  |
| 19059      | 0.034203             | 0.000000             | 4.421875                  |
| 19060      | 0.035000             | 0.000000             | 4.421875                  |
| 19061      | 0.033759             | 0.000000             | 4.421875                  |
| 19062      | 0.035415             | 0.015625             | 4.421875                  |
| 19063      | 0.036090             | 0.000000             | 4.421875                  |
| 19064      | 0.033951             | 0.015625             | 4.421875                  |
| 19065      | 0.036740             | 0.000000             | 4.421875                  |
| 19066      | 0.033895             | 0.000000             | 4.421875                  |
| 19067      | 0.032144             | 0.031250             | 4.421875                  |
| 19068      | 0.035174             | 0.000000             | 4.421875                  |
| 19069      | 0.040209             | 0.000000             | 4.421875                  |
| 19070      | 0.033054             | 0.000000             | 4.421875                  |
| 19071      | 0.038003             | 0.000000             | 4.421875                  |
| 19072      | 0.040212             | 0.015625             | 4.421875                  |
| 19073      | 0.037147             | 0.015625             | 4.421875                  |
| 19074      | 0.032084             | 0.015625             | 4.421875                  |
| 19075      | 0.036220             | 0.015625             | 4.421875                  |
| 19076      | 0.037217             | 0.015625             | 4.421875                  |
| 19077      | 0.034381             | 0.000000             | 4.421875                  |
| 19078      | 0.032272             | 0.015625             | 4.421875                  |
| 19079      | 0.033514             | 0.015625             | 4.421875                  |
| 19080      | 0.037767             | 0.000000             | 4.421875                  |
| 19081      | 0.033405             | 0.000000             | 4.421875                  |
| 19082      | 0.033826             | 0.015625             | 4.421875                  |
| 19083      | 0.036607             | 0.000000             | 4.421875                  |
| 19084      | 0.047583             | 0.015625             | 4.421875                  |
| 19085      | 0.034908             | 0.000000             | 4.421875                  |
| 19086      | 0.033335             | 0.000000             | 4.421875                  |
| 19087      | 0.031952             | 0.000000             | 4.421875                  |
| 19088      | 0.034751             | 0.000000             | 4.421875                  |
| 19089      | 0.038837             | 0.015625             | 4.421875                  |
| 19090      | 0.034021             | 0.000000             | 4.421875                  |
| 19091      | 0.034087             | 0.000000             | 4.421875                  |
| 19092      | 0.037142             | 0.000000             | 4.421875                  |
| 19093      | 0.039284             | 0.000000             | 4.421875                  |
| 19094      | 0.036717             | 0.000000             | 4.421875                  |
| 19095      | 0.032220             | 0.000000             | 4.421875                  |
| 19096      | 0.081946             | 0.015625             | 4.421875                  |
| 19097      | 0.038307             | 0.000000             | 4.421875                  |
| 19098      | 0.034925             | 0.015625             | 4.421875                  |
| 19099      | 0.038261             | 0.015625             | 4.421875                  |
| 19100      | 0.039326             | 0.015625             | 4.421875                  |
| 19101      | 0.032194             | 0.015625             | 4.421875                  |
| 19102      | 0.032029             | 0.000000             | 4.421875                  |
| 19103      | 0.037421             | 0.000000             | 4.421875                  |
| 19104      | 0.035560             | 0.000000             | 4.421875                  |
| 19105      | 0.043145             | 0.000000             | 4.421875                  |
| 19106      | 0.035768             | 0.000000             | 4.421875                  |
| 19107      | 0.033622             | 0.015625             | 4.421875                  |
| 19108      | 0.035902             | 0.000000             | 4.421875                  |
| 19109      | 0.034712             | 0.015625             | 4.421875                  |
| 19110      | 0.032875             | 0.000000             | 4.421875                  |
| 19111      | 0.035137             | 0.000000             | 4.421875                  |
| 19112      | 0.039691             | 0.000000             | 4.421875                  |
| 19113      | 0.034961             | 0.000000             | 4.421875                  |
| 19114      | 0.034260             | 0.000000             | 4.421875                  |
| 19115      | 0.035832             | 0.000000             | 4.421875                  |
| 19116      | 0.038877             | 0.000000             | 4.421875                  |
| 19117      | 0.034378             | 0.000000             | 4.421875                  |
| 19118      | 0.034210             | 0.000000             | 4.421875                  |
| 19119      | 0.035233             | 0.000000             | 4.421875                  |
| 19120      | 0.034800             | 0.000000             | 4.421875                  |
| 19121      | 0.037400             | 0.000000             | 4.421875                  |
| 19122      | 0.032783             | 0.000000             | 4.421875                  |
| 19123      | 0.036472             | 0.000000             | 4.421875                  |
| 19124      | 0.041358             | 0.000000             | 4.421875                  |
| 19125      | 0.034563             | 0.000000             | 4.421875                  |
| 19126      | 0.033615             | 0.031250             | 4.421875                  |
| 19127      | 0.036901             | 0.000000             | 4.421875                  |
| 19128      | 0.039828             | 0.015625             | 4.421875                  |
| 19129      | 0.034571             | 0.015625             | 4.421875                  |
| 19130      | 0.033569             | 0.015625             | 4.421875                  |
| 19131      | 0.041546             | 0.000000             | 4.421875                  |
| 19132      | 0.035391             | 0.000000             | 4.421875                  |
| 19133      | 0.032847             | 0.015625             | 4.421875                  |
| 19134      | 0.034111             | 0.000000             | 4.421875                  |
| 19135      | 0.039924             | 0.000000             | 4.421875                  |
| 19136      | 0.033000             | 0.000000             | 4.421875                  |
| 19137      | 0.034755             | 0.015625             | 4.421875                  |
| 19138      | 0.038673             | 0.000000             | 4.421875                  |
| 19139      | 0.037172             | 0.000000             | 4.421875                  |
| 19140      | 0.034077             | 0.000000             | 4.421875                  |
| 19141      | 0.034827             | 0.015625             | 4.421875                  |
| 19142      | 0.042458             | 0.015625             | 4.421875                  |
| 19143      | 0.034781             | 0.000000             | 4.421875                  |
| 19144      | 0.031454             | 0.000000             | 4.421875                  |
| 19145      | 0.039371             | 0.015625             | 4.421875                  |
| 19146      | 0.036180             | 0.015625             | 4.421875                  |
| 19147      | 0.035504             | 0.000000             | 4.421875                  |
| 19148      | 0.034961             | 0.015625             | 4.421875                  |
| 19149      | 0.039164             | 0.000000             | 4.421875                  |
| 19150      | 0.033681             | 0.000000             | 4.421875                  |
| 19151      | 0.033448             | 0.015625             | 4.421875                  |
| 19152      | 0.035083             | 0.000000             | 4.421875                  |
| 19153      | 0.038239             | 0.015625             | 4.421875                  |
| 19154      | 0.033649             | 0.000000             | 4.421875                  |
| 19155      | 0.041982             | 0.000000             | 4.421875                  |
| 19156      | 0.033355             | 0.015625             | 4.421875                  |
| 19157      | 0.034016             | 0.000000             | 4.421875                  |
| 19158      | 0.035274             | 0.015625             | 4.421875                  |
| 19159      | 0.034429             | 0.000000             | 4.421875                  |
| 19160      | 0.039907             | 0.000000             | 4.421875                  |
| 19161      | 0.039966             | 0.000000             | 4.421875                  |
| 19162      | 0.033828             | 0.015625             | 4.421875                  |
| 19163      | 0.033091             | 0.000000             | 4.421875                  |
| 19164      | 0.038717             | 0.015625             | 4.421875                  |
| 19165      | 0.036801             | 0.000000             | 4.421875                  |
| 19166      | 0.034117             | 0.000000             | 4.421875                  |
| 19167      | 0.037335             | 0.000000             | 4.421875                  |
| 19168      | 0.043501             | 0.031250             | 4.421875                  |
| 19169      | 0.036035             | 0.000000             | 4.421875                  |
| 19170      | 0.033472             | 0.000000             | 4.421875                  |
| 19171      | 0.032864             | 0.000000             | 4.421875                  |
| 19172      | 0.034440             | 0.015625             | 4.421875                  |
| 19173      | 0.037200             | 0.031250             | 4.421875                  |
| 19174      | 0.032395             | 0.000000             | 4.421875                  |
| 19175      | 0.031108             | 0.015625             | 4.421875                  |
| 19176      | 0.035516             | 0.000000             | 4.421875                  |
| 19177      | 0.038947             | 0.015625             | 4.421875                  |
| 19178      | 0.034341             | 0.015625             | 4.421875                  |
| 19179      | 0.033783             | 0.015625             | 4.421875                  |
| 19180      | 0.037544             | 0.000000             | 4.421875                  |
| 19181      | 0.040558             | 0.031250             | 4.421875                  |
| 19182      | 0.034223             | 0.000000             | 4.421875                  |
| 19183      | 0.031648             | 0.000000             | 4.421875                  |
| 19184      | 0.037222             | 0.000000             | 4.421875                  |
| 19185      | 0.039747             | 0.031250             | 4.421875                  |
| 19186      | 0.032191             | 0.015625             | 4.421875                  |
| 19187      | 0.033285             | 0.015625             | 4.421875                  |
| 19188      | 0.035027             | 0.000000             | 4.421875                  |
| 19189      | 0.036569             | 0.000000             | 4.421875                  |
| 19190      | 0.075514             | 0.015625             | 4.421875                  |
| 19191      | 0.034761             | 0.031250             | 4.421875                  |
| 19192      | 0.035283             | 0.015625             | 4.421875                  |
| 19193      | 0.036685             | 0.000000             | 4.421875                  |
| 19194      | 0.035041             | 0.000000             | 4.421875                  |
| 19195      | 0.035673             | 0.000000             | 4.421875                  |
| 19196      | 0.036476             | 0.000000             | 4.421875                  |
| 19197      | 0.035390             | 0.015625             | 4.421875                  |
| 19198      | 0.036968             | 0.000000             | 4.421875                  |
| 19199      | 0.041603             | 0.000000             | 4.421875                  |
| 19200      | 0.033702             | 0.015625             | 4.421875                  |
| 19201      | 0.035059             | 0.015625             | 4.421875                  |
| 19202      | 0.035111             | 0.000000             | 4.421875                  |
| 19203      | 0.036215             | 0.000000             | 4.421875                  |
| 19204      | 0.034266             | 0.000000             | 4.421875                  |
| 19205      | 0.031542             | 0.015625             | 4.421875                  |
| 19206      | 0.033750             | 0.000000             | 4.421875                  |
| 19207      | 0.033283             | 0.000000             | 4.421875                  |
| 19208      | 0.037591             | 0.000000             | 4.421875                  |
| 19209      | 0.034919             | 0.000000             | 4.421875                  |
| 19210      | 0.039724             | 0.000000             | 4.421875                  |
| 19211      | 0.037374             | 0.015625             | 4.421875                  |
| 19212      | 0.038983             | 0.000000             | 4.421875                  |
| 19213      | 0.034855             | 0.000000             | 4.421875                  |
| 19214      | 0.033502             | 0.000000             | 4.421875                  |
| 19215      | 0.035056             | 0.015625             | 4.421875                  |
| 19216      | 0.040058             | 0.000000             | 4.421875                  |
| 19217      | 0.033703             | 0.000000             | 4.421875                  |
| 19218      | 0.032806             | 0.015625             | 4.421875                  |
| 19219      | 0.036717             | 0.015625             | 4.421875                  |
| 19220      | 0.041672             | 0.031250             | 4.421875                  |
| 19221      | 0.032248             | 0.000000             | 4.421875                  |
| 19222      | 0.034748             | 0.015625             | 4.421875                  |
| 19223      | 0.040713             | 0.000000             | 4.421875                  |
| 19224      | 0.034918             | 0.000000             | 4.421875                  |
| 19225      | 0.036391             | 0.000000             | 4.421875                  |
| 19226      | 0.035873             | 0.031250             | 4.421875                  |
| 19227      | 0.038919             | 0.031250             | 4.421875                  |
| 19228      | 0.033351             | 0.000000             | 4.421875                  |
| 19229      | 0.033488             | 0.000000             | 4.421875                  |
| 19230      | 0.034367             | 0.015625             | 4.421875                  |
| 19231      | 0.036965             | 0.000000             | 4.421875                  |
| 19232      | 0.034530             | 0.000000             | 4.421875                  |
| 19233      | 0.034144             | 0.000000             | 4.421875                  |
| 19234      | 0.037116             | 0.015625             | 4.421875                  |
| 19235      | 0.037368             | 0.000000             | 4.421875                  |
| 19236      | 0.034218             | 0.015625             | 4.421875                  |
